START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
05/11/24,04:05 PM,04:05 PM,D-backs at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",05/11/24,05/11/24,07:05 PM,07:05 PM,FALSE,TRUE,05/11/24,03:05 PM,03:05 PM,FREE,BUSY
05/12/24,01:35 PM,01:35 PM,D-backs at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",05/12/24,05/12/24,04:35 PM,04:35 PM,FALSE,TRUE,05/12/24,12:35 PM,12:35 PM,FREE,BUSY
05/13/24,06:35 PM,06:35 PM,Blue Jays at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",05/13/24,05/13/24,09:35 PM,09:35 PM,FALSE,TRUE,05/13/24,05:35 PM,05:35 PM,FREE,BUSY
05/14/24,06:35 PM,06:35 PM,Blue Jays at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",05/14/24,05/14/24,09:35 PM,09:35 PM,FALSE,TRUE,05/14/24,05:35 PM,05:35 PM,FREE,BUSY
05/15/24,12:35 PM,12:35 PM,Blue Jays at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN- MLBN (out-of-market only) ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",05/15/24,05/15/24,03:35 PM,03:35 PM,FALSE,TRUE,05/15/24,11:35 AM,11:35 AM,FREE,BUSY
05/17/24,07:05 PM,07:05 PM,Mariners at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",05/17/24,05/17/24,10:05 PM,10:05 PM,FALSE,TRUE,05/17/24,06:05 PM,06:05 PM,FREE,BUSY
05/18/24,04:05 PM,04:05 PM,Mariners at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN 2- FS1 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",05/18/24,05/18/24,07:05 PM,07:05 PM,FALSE,TRUE,05/18/24,03:05 PM,03:05 PM,FREE,BUSY
05/19/24,01:35 PM,01:35 PM,Mariners at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN 2- MLBN (out-of-market only) ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",05/19/24,05/19/24,04:35 PM,04:35 PM,FALSE,TRUE,05/19/24,12:35 PM,12:35 PM,FREE,BUSY
05/20/24,07:45 PM,07:45 PM,Orioles at Cardinals,Busch Stadium - St. Louis,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",05/20/24,05/20/24,10:45 PM,10:45 PM,FALSE,TRUE,05/20/24,06:45 PM,06:45 PM,FREE,BUSY
05/21/24,07:45 PM,07:45 PM,Orioles at Cardinals,Busch Stadium - St. Louis,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",05/21/24,05/21/24,10:45 PM,10:45 PM,FALSE,TRUE,05/21/24,06:45 PM,06:45 PM,FREE,BUSY
05/22/24,01:15 PM,01:15 PM,Orioles at Cardinals,Busch Stadium - St. Louis,"Local TV: MASN 2- MLBN (out-of-market only) ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",05/22/24,05/22/24,04:15 PM,04:15 PM,FALSE,TRUE,05/22/24,12:15 PM,12:15 PM,FREE,BUSY
05/23/24,07:40 PM,07:40 PM,Orioles at White Sox,Guaranteed Rate Field - Chicago,"Local TV: MASN- MLBN (out-of-market only) ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",05/23/24,05/23/24,10:40 PM,10:40 PM,FALSE,TRUE,05/23/24,06:40 PM,06:40 PM,FREE,BUSY
05/24/24,07:40 PM,07:40 PM,Orioles at White Sox,Guaranteed Rate Field - Chicago,"Local TV: Apple TV+ ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",05/24/24,05/24/24,10:40 PM,10:40 PM,FALSE,TRUE,05/24/24,06:40 PM,06:40 PM,FREE,BUSY
05/25/24,02:10 PM,02:10 PM,Orioles at White Sox,Guaranteed Rate Field - Chicago,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",05/25/24,05/25/24,05:10 PM,05:10 PM,FALSE,TRUE,05/25/24,01:10 PM,01:10 PM,FREE,BUSY
05/26/24,02:10 PM,02:10 PM,Orioles at White Sox,Guaranteed Rate Field - Chicago,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",05/26/24,05/26/24,05:10 PM,05:10 PM,FALSE,TRUE,05/26/24,01:10 PM,01:10 PM,FREE,BUSY
05/27/24,01:05 PM,01:05 PM,Red Sox at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",05/27/24,05/27/24,04:05 PM,04:05 PM,FALSE,TRUE,05/27/24,12:05 PM,12:05 PM,FREE,BUSY
05/28/24,06:35 PM,06:35 PM,Red Sox at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",05/28/24,05/28/24,09:35 PM,09:35 PM,FALSE,TRUE,05/28/24,05:35 PM,05:35 PM,FREE,BUSY
05/29/24,06:35 PM,06:35 PM,Red Sox at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",05/29/24,05/29/24,09:35 PM,09:35 PM,FALSE,TRUE,05/29/24,05:35 PM,05:35 PM,FREE,BUSY
05/31/24,07:05 PM,07:05 PM,Rays at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",05/31/24,05/31/24,10:05 PM,10:05 PM,FALSE,TRUE,05/31/24,06:05 PM,06:05 PM,FREE,BUSY
06/01/24,04:05 PM,04:05 PM,Rays at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/01/24,06/01/24,07:05 PM,07:05 PM,FALSE,TRUE,06/01/24,03:05 PM,03:05 PM,FREE,BUSY
06/02/24,01:35 PM,01:35 PM,Rays at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/02/24,06/02/24,04:35 PM,04:35 PM,FALSE,TRUE,06/02/24,12:35 PM,12:35 PM,FREE,BUSY
06/03/24,07:07 PM,07:07 PM,Orioles at Blue Jays,Rogers Centre - Toronto,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/03/24,06/03/24,10:07 PM,10:07 PM,FALSE,TRUE,06/03/24,06:07 PM,06:07 PM,FREE,BUSY
06/04/24,07:07 PM,07:07 PM,Orioles at Blue Jays,Rogers Centre - Toronto,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/04/24,06/04/24,10:07 PM,10:07 PM,FALSE,TRUE,06/04/24,06:07 PM,06:07 PM,FREE,BUSY
06/05/24,07:07 PM,07:07 PM,Orioles at Blue Jays,Rogers Centre - Toronto,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/05/24,06/05/24,10:07 PM,10:07 PM,FALSE,TRUE,06/05/24,06:07 PM,06:07 PM,FREE,BUSY
06/06/24,01:07 PM,01:07 PM,Orioles at Blue Jays,Rogers Centre - Toronto,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/06/24,06/06/24,04:07 PM,04:07 PM,FALSE,TRUE,06/06/24,12:07 PM,12:07 PM,FREE,BUSY
06/07/24,06:50 PM,06:50 PM,Orioles at Rays,Tropicana Field - St. Petersburg,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/07/24,06/07/24,09:50 PM,09:50 PM,FALSE,TRUE,06/07/24,05:50 PM,05:50 PM,FREE,BUSY
06/08/24,04:10 PM,04:10 PM,Orioles at Rays,Tropicana Field - St. Petersburg,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/08/24,06/08/24,07:10 PM,07:10 PM,FALSE,TRUE,06/08/24,03:10 PM,03:10 PM,FREE,BUSY
06/09/24,01:40 PM,01:40 PM,Orioles at Rays,Tropicana Field - St. Petersburg,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/09/24,06/09/24,04:40 PM,04:40 PM,FALSE,TRUE,06/09/24,12:40 PM,12:40 PM,FREE,BUSY
06/10/24,06:50 PM,06:50 PM,Orioles at Rays,Tropicana Field - St. Petersburg,"Local TV: MASN- FS1 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/10/24,06/10/24,09:50 PM,09:50 PM,FALSE,TRUE,06/10/24,05:50 PM,05:50 PM,FREE,BUSY
06/11/24,06:35 PM,06:35 PM,Braves at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/11/24,06/11/24,09:35 PM,09:35 PM,FALSE,TRUE,06/11/24,05:35 PM,05:35 PM,FREE,BUSY
06/12/24,06:35 PM,06:35 PM,Braves at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/12/24,06/12/24,09:35 PM,09:35 PM,FALSE,TRUE,06/12/24,05:35 PM,05:35 PM,FREE,BUSY
06/13/24,01:05 PM,01:05 PM,Braves at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/13/24,06/13/24,04:05 PM,04:05 PM,FALSE,TRUE,06/13/24,12:05 PM,12:05 PM,FREE,BUSY
06/14/24,07:05 PM,07:05 PM,Phillies at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/14/24,06/14/24,10:05 PM,10:05 PM,FALSE,TRUE,06/14/24,06:05 PM,06:05 PM,FREE,BUSY
06/15/24,04:05 PM,04:05 PM,Phillies at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/15/24,06/15/24,07:05 PM,07:05 PM,FALSE,TRUE,06/15/24,03:05 PM,03:05 PM,FREE,BUSY
06/16/24,01:35 PM,01:35 PM,Phillies at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/16/24,06/16/24,04:35 PM,04:35 PM,FALSE,TRUE,06/16/24,12:35 PM,12:35 PM,FREE,BUSY
06/18/24,07:05 PM,07:05 PM,Orioles at Yankees,Yankee Stadium - Bronx,"Local TV: MASN- TBS ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/18/24,06/18/24,10:05 PM,10:05 PM,FALSE,TRUE,06/18/24,06:05 PM,06:05 PM,FREE,BUSY
06/19/24,07:05 PM,07:05 PM,Orioles at Yankees,Yankee Stadium - Bronx,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/19/24,06/19/24,10:05 PM,10:05 PM,FALSE,TRUE,06/19/24,06:05 PM,06:05 PM,FREE,BUSY
06/20/24,04:05 PM,04:05 PM,Orioles at Yankees,Yankee Stadium - Bronx,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/20/24,06/20/24,07:05 PM,07:05 PM,FALSE,TRUE,06/20/24,03:05 PM,03:05 PM,FREE,BUSY
06/21/24,08:10 PM,08:10 PM,Orioles at Astros,Minute Maid Park - Houston,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/21/24,06/21/24,11:10 PM,11:10 PM,FALSE,TRUE,06/21/24,07:10 PM,07:10 PM,FREE,BUSY
06/22/24,04:10 PM,04:10 PM,Orioles at Astros,Minute Maid Park - Houston,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/22/24,06/22/24,07:10 PM,07:10 PM,FALSE,TRUE,06/22/24,03:10 PM,03:10 PM,FREE,BUSY
06/23/24,02:10 PM,02:10 PM,Orioles at Astros,Minute Maid Park - Houston,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/23/24,06/23/24,05:10 PM,05:10 PM,FALSE,TRUE,06/23/24,01:10 PM,01:10 PM,FREE,BUSY
06/24/24,06:35 PM,06:35 PM,Guardians at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/24/24,06/24/24,09:35 PM,09:35 PM,FALSE,TRUE,06/24/24,05:35 PM,05:35 PM,FREE,BUSY
06/25/24,06:35 PM,06:35 PM,Guardians at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/25/24,06/25/24,09:35 PM,09:35 PM,FALSE,TRUE,06/25/24,05:35 PM,05:35 PM,FREE,BUSY
06/26/24,06:35 PM,06:35 PM,Guardians at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/26/24,06/26/24,09:35 PM,09:35 PM,FALSE,TRUE,06/26/24,05:35 PM,05:35 PM,FREE,BUSY
06/27/24,06:35 PM,06:35 PM,Rangers at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/27/24,06/27/24,09:35 PM,09:35 PM,FALSE,TRUE,06/27/24,05:35 PM,05:35 PM,FREE,BUSY
06/28/24,07:05 PM,07:05 PM,Rangers at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/28/24,06/28/24,10:05 PM,10:05 PM,FALSE,TRUE,06/28/24,06:05 PM,06:05 PM,FREE,BUSY
06/29/24,07:15 PM,07:15 PM,Rangers at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: FOX ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/29/24,06/29/24,10:15 PM,10:15 PM,FALSE,TRUE,06/29/24,06:15 PM,06:15 PM,FREE,BUSY
06/30/24,01:35 PM,01:35 PM,Rangers at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",06/30/24,06/30/24,04:35 PM,04:35 PM,FALSE,TRUE,06/30/24,12:35 PM,12:35 PM,FREE,BUSY
07/02/24,09:40 PM,09:40 PM,Orioles at Mariners,T-Mobile Park - Seattle,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",07/03/24,07/03/24,12:40 AM,12:40 AM,FALSE,TRUE,07/02/24,08:40 PM,08:40 PM,FREE,BUSY
07/03/24,10:10 PM,10:10 PM,Orioles at Mariners,T-Mobile Park - Seattle,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",07/04/24,07/04/24,01:10 AM,01:10 AM,FALSE,TRUE,07/03/24,09:10 PM,09:10 PM,FREE,BUSY
07/04/24,04:10 PM,04:10 PM,Orioles at Mariners,T-Mobile Park - Seattle,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",07/04/24,07/04/24,07:10 PM,07:10 PM,FALSE,TRUE,07/04/24,03:10 PM,03:10 PM,FREE,BUSY
07/05/24,09:40 PM,09:40 PM,Orioles at Athletics,Oakland Coliseum - Oakland,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",07/06/24,07/06/24,12:40 AM,12:40 AM,FALSE,TRUE,07/05/24,08:40 PM,08:40 PM,FREE,BUSY
07/06/24,04:07 PM,04:07 PM,Orioles at Athletics,Oakland Coliseum - Oakland,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",07/06/24,07/06/24,07:07 PM,07:07 PM,FALSE,TRUE,07/06/24,03:07 PM,03:07 PM,FREE,BUSY
07/07/24,04:07 PM,04:07 PM,Orioles at Athletics,Oakland Coliseum - Oakland,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",07/07/24,07/07/24,07:07 PM,07:07 PM,FALSE,TRUE,07/07/24,03:07 PM,03:07 PM,FREE,BUSY
07/09/24,06:35 PM,06:35 PM,Cubs at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",07/09/24,07/09/24,09:35 PM,09:35 PM,FALSE,TRUE,07/09/24,05:35 PM,05:35 PM,FREE,BUSY
07/10/24,06:35 PM,06:35 PM,Cubs at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",07/10/24,07/10/24,09:35 PM,09:35 PM,FALSE,TRUE,07/10/24,05:35 PM,05:35 PM,FREE,BUSY
07/11/24,06:35 PM,06:35 PM,Cubs at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",07/11/24,07/11/24,09:35 PM,09:35 PM,FALSE,TRUE,07/11/24,05:35 PM,05:35 PM,FREE,BUSY
07/12/24,07:05 PM,07:05 PM,Yankees at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",07/12/24,07/12/24,10:05 PM,10:05 PM,FALSE,TRUE,07/12/24,06:05 PM,06:05 PM,FREE,BUSY
07/13/24,04:05 PM,04:05 PM,Yankees at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN- FS1 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",07/13/24,07/13/24,07:05 PM,07:05 PM,FALSE,TRUE,07/13/24,03:05 PM,03:05 PM,FREE,BUSY
07/14/24,01:35 PM,01:35 PM,Yankees at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",07/14/24,07/14/24,04:35 PM,04:35 PM,FALSE,TRUE,07/14/24,12:35 PM,12:35 PM,FREE,BUSY
07/19/24,08:05 PM,08:05 PM,Orioles at Rangers,Globe Life Field - Arlington,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",07/19/24,07/19/24,11:05 PM,11:05 PM,FALSE,TRUE,07/19/24,07:05 PM,07:05 PM,FREE,BUSY
